urn	assay_family	subtype_enum	subtype_value	directionality	scale	baseline	units	interpreter	neutral_bands	flexibility_requirement	needs_gene_specific_rules	nonmonotonic	ambiguous	rationale	q05	q95	n_syn_used	band_source	file_path
urn:mavedb:00001034-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast growth selection with variant frequencies pre/post growth; DiMSum-derived fitness scores normalized so WT score=0 (methodText) indicates a centered, monotonic fitness readout where higher growth implies more function.	-0.4995055699968832	0.2276999402439572	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001034-a-1.scores.csv
urn:mavedb:00001035-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Scores are yeast growth–derived fitness from a DHFR-coupled stability/abundance selection computed with DiMSum and normalized so WT score=0 (Method: fitness scores via DiMSum; WT normalized fitness equals zero). This matches a centered, WT-anchored fitness/log-enrichment style readout with higher scores indicating more growth/function.	-0.6355230038587751	0.5972226656011574	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001035-a-1.scores.csv
urn:mavedb:00001036-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	DHFR fragment complementation growth selection analyzed with DiMSum; growth rates normalized so WT score=0 (methodText). Unstable domains reduce growth (abstract), so higher score indicates more function. Scores are centered at WT, matching Fitness LOG2_ENRICHMENT semantics.	-0.5331950487269157	0.2440680049450937	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001036-a-1.scores.csv
urn:mavedb:00001037-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Variant frequencies were measured before/after selection and scores computed with DiMSum; growth-coupled readout normalized so WT score=0, indicating a centered, enrichment-based fitness metric where higher growth (and abundance/stability) yields higher scores.	-1.2776932951695097	0.3111175859781154	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001037-a-1.scores.csv
urn:mavedb:00001038-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast growth selection with pre/post sequencing counts processed by DiMSum; scores normalized per domain so WT=0 and lower growth set negative, indicating higher fitness = more stable/abundant domain. Maps best to Fitness LOG2_ENRICHMENT centered at WT~=0.	-1.0053422844793105	0.3582264738259944	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001038-a-1.scores.csv
urn:mavedb:00001039-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Scores are yeast growth-derived fitness values computed with DiMSum and linearly normalized so WT equals 0 (methodText), indicating a centered, monotonic fitness assay where higher growth implies more function.	-0.9662894798067604	0.3545634887277805	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001039-a-1.scores.csv
urn:mavedb:00001040-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Sequencing-based selection measuring yeast growth; scores derived with DiMSum and normalized so WT score=0 (methodText), indicating centered fitness enrichment where higher growth/higher score reflects more stability/function.	-0.6441747427171114	0.2295693385744754	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001040-a-1.scores.csv
urn:mavedb:00001041-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast growth selection with counts before/after and DiMSum-derived fitness; growth rates normalized so WT score equals 0 (and 2.5th percentile set to -1), indicating a centered, monotonic fitness metric where higher growth implies more function.	-0.4831592116721593	0.1991451861385773	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001041-a-1.scores.csv
urn:mavedb:00001042-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	DHFR protein-fragment complementation couples stability/abundance to yeast growth; scores computed by DiMSum from input/output sequencing and normalized so WT score=0 (methodText), making a centered fitness/log2-enrichment style readout.	-0.4598540889157347	0.2314663048411387	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001042-a-1.scores.csv
urn:mavedb:00001043-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast growth selection with input/output counts analyzed by DiMSum; scores normalized so WT fitness=0 and variant effects centered, consistent with centered-0 fitness/log2 enrichment semantics. Unstable domains reduce growth, so higher score implies more function.	-1.042194872482424	0.4508139566490637	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001043-a-1.scores.csv
urn:mavedb:00001044-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	DiMSum-derived growth/fitness from input/output sequencing, normalized so WT score=0 (methodText); higher growth reflects more stability/function in yeast DHFR complementation.	-0.8482627933439598	0.3833840416169057	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001044-a-1.scores.csv
urn:mavedb:00001045-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Method states fitness scores from yeast growth were computed and normalized so WT score=0; growth reflects function via DHFR PCA stability coupling. Thus a monotonic, WT-centered fitness readout (higher growth=more function).	-1.102743902090923	0.3267769301502932	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001045-a-1.scores.csv
urn:mavedb:00001046-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	DHFR protein-fragment complementation in yeast couples domain stability/abundance to growth; DiMSum-derived growth rates were normalized so WT score=0 and a missense percentile set to −1 (methodText). Thus the reported 'score' is a centered fitness readout where higher growth = higher function.	-0.2532940229841298	0.0958193519075612	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001046-a-1.scores.csv
urn:mavedb:00001047-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Method describes yeast growth-based selection with DiMSum-derived fitness scores, normalized so WT score=0 (CENTERED_0). Higher growth implies higher function in DHFR complementation, matching monotonic Fitness LOG2_ENRICHMENT semantics.	-0.6133955666252318	0.2119257548034857	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001047-a-1.scores.csv
urn:mavedb:00001048-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Method text states variant frequencies before/after growth were sequenced and fitness scores were derived with DiMSum; growth rates were normalized so WT normalized fitness ('score') equals 0. This is a yeast growth selection read out as centered-at-WT fitness, where higher growth indicates more function.	-0.9021450646191542	0.3327744120899322	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001048-a-1.scores.csv
urn:mavedb:00001049-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Method states variant frequencies before/after selection were used to derive fitness with DiMSum; scores normalized so WT=0 and scaled (2.5th percentile ≈ -1). This matches a centered fitness/log2 enrichment semantics where higher growth implies more function.	-1.128044067611749	0.3815432986879908	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001049-a-1.scores.csv
urn:mavedb:00001050-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	DiMSum-derived fitness from input/output sequencing counts; growth rates normalized so WT score=0 (methodText), with higher growth indicating more function.	-1.1424664686287134	0.3780298358240094	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001050-a-1.scores.csv
urn:mavedb:00001051-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast growth-based selection with DiMSum-derived fitness; scores linearly normalized so WT=0 (methodText), indicating a WT-anchored, monotonic fitness readout.	-0.9943618019996402	0.3586586961059582	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001051-a-1.scores.csv
urn:mavedb:00001052-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	DHFR protein-fragment complementation in yeast with selection-based growth; DiMSum-derived fitness scores normalized so WT equals 0 (methodText), matching a centered-at-WT fitness specification with higher growth indicating more function.	-1.161920664926625	0.3264065710557109	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001052-a-1.scores.csv
urn:mavedb:00001053-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Variant frequencies before/after growth were sequenced and DiMSum was used to derive fitness scores; data were normalized so WT equals 0, matching a centered fitness/enrichment assay with higher scores indicating more growth/function.	-1.227764817170328	0.328159592237666	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001053-a-1.scores.csv
urn:mavedb:00001054-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast growth selection with before/after counts (DiMSum); scores normalized so WT=0 and lower-growth variants negative, indicating a fitness-scale centered at WT.	-0.8286724737203102	0.2179933132446822	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001054-a-1.scores.csv
urn:mavedb:00001055-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Input/output counts and DiMSum-derived growth/fitness scores were linearly normalized so that WT score=0; higher growth indicates more function (unstable variants reduce growth). This matches a centered fitness readout with WT≈0.	-0.8745837767537739	0.2850337668250298	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001055-a-1.scores.csv
urn:mavedb:00001056-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	MethodText states growth-based selection with sequencing counts; DiMSum-derived growth rates normalized so WT score=0. Unstable domains reduce growth, implying higher score=higher function. Centered-at-WT semantics match Fitness LOG2_ENRICHMENT.	-1.1029573913927402	0.4079688022814781	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001056-a-1.scores.csv
urn:mavedb:00001057-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	DHFR protein-fragment complementation in yeast links domain stability/abundance to growth; input/output counts were used with DiMSum and scores normalized so WT=0, implying enrichment-based fitness where higher growth reflects more stable/function; metadata states unstable domains reduce growth.	-0.7589931408645152	0.4236437618897912	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001057-a-1.scores.csv
urn:mavedb:00001058-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	MethodText states growth rates from input/output sequencing counts via DiMSum; scores normalized so WT=0, indicating a fitness-style enrichment metric where higher growth implies more function.	-0.8383282113328444	0.4546304491408784	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001058-a-1.scores.csv
urn:mavedb:00001059-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Fitness scores were derived with DiMSum and normalized so WT score=0; higher growth indicates higher function (DHFR complementation linking domain stability/abundance to yeast growth).	-0.7555712630687905	0.3544633688524715	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001059-a-1.scores.csv
urn:mavedb:00001060-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Method states yeast growth selection with DiMSum-derived fitness scores; growth rates normalized so WT score=0, consistent with log2 enrichment fitness semantics (higher growth/fitness = more function).	-0.8191466989268288	0.3498496839274898	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001060-a-1.scores.csv
urn:mavedb:00001061-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	DiMSum-derived growth-rate fitness from input/output sequencing, scores normalized so WT equals 0 and distribution scaled (2.5th percentile set to -1), indicating a centered-at-WT monotonic fitness metric where higher growth implies higher stability/function.	-1.2382358804301663	0.3705553706262204	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001061-a-1.scores.csv
urn:mavedb:00001062-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	MethodText describes yeast growth-based selection with DiMSum-derived fitness; scores linearly normalized so WT score=0, implying a centered, monotonic fitness readout where higher growth indicates more stable/functioning PDZ domain.	-0.8968113449717386	0.3779813796037586	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001062-a-1.scores.csv
urn:mavedb:00001063-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Variant frequencies before/after selection used to infer growth rates; scores normalized so WT fitness=0 and scaled (2.5th percentile=-1), indicating a centered, WT-anchored fitness metric (DiMSum-based).	-1.0119554145373293	0.3905879457343432	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001063-a-1.scores.csv
urn:mavedb:00001064-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Deep mutational scanning with input/output sequencing; growth-coupled selection analyzed by DiMSum; scores normalized so WT score=0 (methodText) indicating centered log2-enrichment style fitness; higher growth/stability → higher score.	-0.8519073377583559	0.249042113388852	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001064-a-1.scores.csv
urn:mavedb:00001065-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Variant frequencies before/after selection were analyzed with DiMSum to derive growth-based fitness; scores were normalized per domain so WT equals 0 (MethodText: 'WT normalized fitness equals zero'). Higher growth corresponds to greater stability/abundance, so higher scores imply more function.	-0.8339692719253803	0.2607217424836022	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001065-a-1.scores.csv
urn:mavedb:00001066-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	MethodText states growth-based fitness scores (DiMSum) normalized per domain so WT score=0; assay couples abundance/stability to yeast growth with higher growth indicating more stability/abundance. This matches Fitness LOG2_ENRICHMENT with CENTERED_0 and WT~=0.	-0.836065649928855	0.340048315909583	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00001066-a-1.scores.csv
