urn	assay_family	subtype_enum	subtype_value	directionality	scale	baseline	units	interpreter	neutral_bands	flexibility_requirement	needs_gene_specific_rules	nonmonotonic	ambiguous	rationale
urn:mavedb:00000624-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 derived from protease digestion to assess folding; datasetColumns list 'score' as log10 K50, with dG computed from K50. This maps to Stability_K50; no explicit WT-relative anchoring is described, so LOG10_K50_STANDARDIZED is the closest monotonic subtype.
urn:mavedb:00000625-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method text states the score column is the dG value fit across proteases to assess folding; protease digestion for folding maps to stability ΔG with lower (more negative) dG indicating higher stability.
urn:mavedb:00000625-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the primary score is log10 K50 from trypsin digestion (folding proxy) without WT-anchoring or centering; dG provided as secondary. Thus map to Stability_K50 K50_RAW (monotonic: higher K50 → more stability).
urn:mavedb:00000625-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the score column is a log10 K50 from chymotrypsin digestion to assess folding; higher K50 implies greater stability. dG is derived but primary score is log10 K50.
urn:mavedb:00000626-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method text explicitly states the score is a dG value fitted across proteases to measure folding, consistent with stability ΔG; digestion by trypsin/chymotrypsin indicates a protease-based folding/stability assay.
urn:mavedb:00000626-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the score column is a log10 K50 value from trypsin digestion; this measures folding stability and is not described as WT-relative or centered. Higher K50 indicates greater resistance to protease (more folded/stable).
urn:mavedb:00000626-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score column is log10 K50 from protease digestion to assess folding; dG also provided but the main scoreset is K50-based. Higher K50 indicates greater stability, matching K50 stability semantics.
urn:mavedb:00000627-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is log10 K50 from trypsin digestion to assess folding; datasetColumns confirm 'score' is log10 K50. Higher K50 indicates more protease resistance (greater stability), so Stability_K50 with a monotonic higher-is-function mapping is appropriate. dG columns exist but are secondary to the score.
urn:mavedb:00000627-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the primary score is a log10 K50 from chymotrypsin digestion to assess folding; dG is derived from K50. This maps to K50-based stability with higher K50 indicating more resistance/stability.
urn:mavedb:00000627-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score is a dG value fitted from protease digestion to assess folding; lower (more negative) dG indicates greater stability/function, matching Stability_DG (DG_KCAL_MOL).
urn:mavedb:00000628-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText: 'score column is the dG value ... shared across both proteases'; Abstract: protease digestion to measure folding stability. This indicates a folding ΔG metric in kcal/mol, where more negative (lower) implies greater stability/function.
urn:mavedb:00000628-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is log10 K50 from trypsin digestion; no WT-centering or relative normalization is indicated. K50-based protease resistance is a monotonic proxy for stability where higher K50 implies higher stability/function; thus mapped to Stability_K50 K50_RAW.
urn:mavedb:00000628-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText: 'score column is the log10 K50 value' from chymotrypsin digestion to assess folding; primary score reflects protease-derived K50, a stability proxy. dG provided but score is K50-based. UBC requires folded stability for function; choose monotonic K50 mapping.
urn:mavedb:00000629-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method indicates the primary score is log10 K50 from sequence count ratios; no WT-centered normalization specified. dG is provided but not as primary. Mapping to K50_RAW maintains monotonic semantics (higher K50 ⇒ more stable) without assuming centering.
urn:mavedb:00000629-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is log10 K50 from trypsin digestion to assess folding; higher K50 indicates greater stability. Dataset includes dG as derived but K50 is the main reported score.
urn:mavedb:00000629-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method states 'score column is the dG value' from protease digestion (trypsin/chymotrypsin) to assess folding, indicating a stability ΔG metric; lower ΔG implies higher stability/function.
urn:mavedb:00000630-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Protease-digestion folding assay combining trypsin and chymotrypsin; score column is a modeled dG value across proteases (methodText). This maps to Stability ΔG in kcal/mol with lower ΔG indicating greater stability/function.
urn:mavedb:00000630-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText and datasetColumns state the primary score is log10 K50 from trypsin protease digestion to assess folding; higher K50 indicates greater protease resistance/stability, matching Stability_K50 monotonic semantics.
urn:mavedb:00000630-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is a log10 K50 value from chymotrypsin digestion (folding stability). No indication of WT-centering/relative normalization, so map to K50_RAW where higher K50 implies greater stability/resistance. dG columns exist but the primary score column is log10 K50.
urn:mavedb:00000631-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 derived from sequence count ratios; datasetColumns list 'score' as log10 K50 and dG computed from K50, indicating a stability K50-style folding assay. No explicit WT-relative centering thresholds provided.
urn:mavedb:00000631-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is log10 K50 per variant (not WT-centered), with dG derived from K50; datasetColumns lists 'score' as log10 K50. This matches a protease K50 folding stability assay; since scores are not normalized to WT, K50_RAW is the safest mapping.
urn:mavedb:00000631-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method text states the score is a dG value fit from protease digestion (trypsin/chymotrypsin) to infer folding; thus ΔG in kcal/mol with lower (more negative) indicating more stable/function.
urn:mavedb:00000632-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Abstract/methods describe protease digestion to infer folding and report 'dG value' fit by a coupled model across proteases, indicating absolute folding free energy; map to Stability_DG (DG_KCAL_MOL) where lower dG implies higher stability/function.
urn:mavedb:00000632-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the primary score is a log10 K50 from chymotrypsin digestion (folding stability). No indication of WT-centered normalization; dG columns exist but not clearly WT-referenced. Therefore K50-based stability mapped to RAW.
urn:mavedb:00000632-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText explicitly states the scoreset 'score' is a log10 K50 derived from sequence count ratios for trypsin digestion; no WT-centered or relative normalization is described. dG columns exist but are secondary; primary score is K50-based folding stability.
urn:mavedb:00000633-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score column is a dG value fit across trypsin and chymotrypsin digestion to infer folding stability; dG is a thermodynamic stability metric where lower (more negative) indicates greater stability. No WT-relative normalization is described, so DG_KCAL_MOL is the closest monotonic mapping.
urn:mavedb:00000633-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is the log10 K50 from trypsin digestion to assess folding; higher K50 implies greater stability/function. Although dG is provided, the main scoreset uses log10 K50, so Stability_K50 is the closest monotonic mapping.
urn:mavedb:00000633-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 from chymotrypsin proteolysis; no WT-centered normalization is described. K50 assays measure folding stability where higher K50 indicates greater stability.
urn:mavedb:00000634-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states score is the log10 K50 value from protease titration; no evidence of WT-centering or normalization, so map to Stability_K50 K50_RAW where higher K50 indicates greater stability.
urn:mavedb:00000634-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is log10 K50 derived from protease digestion, a folding/stability assay; dG was derived but the score column is K50-based, so Stability_K50 with monotonic higher-is-function best fits.
urn:mavedb:00000634-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score is a dG value from a coupled model using trypsin/chymotrypsin digestion to assess folding; lower (more negative) dG implies greater stability/function. No explicit neutral band provided.
urn:mavedb:00000635-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is log10 K50 from protease digestion; assay measures folding/stability via trypsin (title/abstract). No evidence of WT-anchoring or zero-centering, so map to K50_RAW (higher K50 indicates greater stability/function). dG is provided as derived, not the primary score.
urn:mavedb:00000635-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText: 'score column is the log10 K50 value' for protease digestion; datasetColumns show primary 'score' (log10 K50) with dG derived later. No WT anchoring or centering stated, so map to K50_RAW with higher K50 indicating greater folding stability/function.
urn:mavedb:00000635-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Abstract and method describe protease digestion to assess folding; score column is a dG value fit by a Bayesian model across proteases, consistent with thermodynamic stability (ΔG).
urn:mavedb:00000636-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the primary score is log10 K50 from trypsin digestion to assess folding; no WT-centered normalization is described, so map to raw K50 stability where higher K50 implies greater stability.
urn:mavedb:00000636-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is a log10 K50 derived from sequence count ratios for a protease-folding assay; higher K50 implies greater stability/function. Although reported as log10, the closest monotonic mapping in the catalog is Stability_K50 LOG10_K50_STANDARDIZED.
urn:mavedb:00000636-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score is a dG value fit across proteases to assess folding; digestion assay implies stability; dG (not ΔΔG) maps to Stability_DG DG_KCAL_MOL where lower (more negative) indicates more stable/function.
