URN	RefSeq_IDs	Ensembl_IDs	Experiment_Type	DMS_Assay_Type	Score_Interpretation	Score_Hypothesis_Evaluation	Timestamp
urn:mavedb:00000214-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the dG value calculated using a coupled model, reflecting the variant's stability.	Does not fit: dG values represent the change in free energy, where more negative values indicate greater stability. The provided hypothesis does not account for the negative relationship between score and stability.	2025-04-17 17:58:40
urn:mavedb:00000215-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the variant's resistance to trypsin digestion.	Does not fit: Higher scores indicate increased protein stability (less digestion), while lower scores indicate decreased stability (more digestion). The provided hypothesis does not account for the log scale or the inverse relationship between score and digestion.	2025-04-17 17:58:40
urn:mavedb:00000215-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's stability against chymotrypsin digestion.	Does not fit: Higher scores indicate increased stability against digestion, which would be the opposite of LoF.	2025-04-17 17:58:45
urn:mavedb:00000215-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the dG value, reflecting the protein's stability.	Does not fit: More negative dG values indicate increased stability, which would be the opposite of LoF.	2025-04-17 17:58:45
urn:mavedb:00000216-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the dG value, reflecting the protein's stability.	Does not fit: More negative dG values indicate increased stability, which would be the opposite of LoF.	2025-04-17 17:58:45
urn:mavedb:00000216-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's stability against chymotrypsin digestion.	Does not fit: Higher scores indicate increased stability against digestion, which would be the opposite of LoF.	2025-04-17 17:58:45
urn:mavedb:00000216-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's stability against trypsin digestion.	Does not fit: Higher scores indicate increased stability against digestion, which would be the opposite of LoF.	2025-04-17 17:58:45
urn:mavedb:00000217-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's stability against chymotrypsin digestion.	Does not fit: Higher scores indicate increased stability against digestion, so higher scores indicate increased function.	2025-04-17 17:58:50
urn:mavedb:00000217-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's stability against trypsin digestion.	Does not fit: Higher scores indicate increased stability against digestion, so higher scores indicate increased function.	2025-04-17 17:58:50
urn:mavedb:00000217-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the dG value, reflecting the protein's stability.	Does not fit: More negative dG values indicate increased stability, so lower scores indicate increased function.	2025-04-17 17:58:50
urn:mavedb:00000218-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's stability against trypsin digestion.	Does not fit: Higher scores indicate increased stability against digestion, so higher scores indicate increased function.	2025-04-17 17:58:50
urn:mavedb:00000218-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's stability against chymotrypsin digestion.	Does not fit: Higher scores indicate increased stability against digestion, so higher scores indicate increased function.	2025-04-17 17:58:50
urn:mavedb:00000218-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the change in Gibbs free energy (dG) of protein folding, with lower dG values indicating greater stability.	Does not fit: Lower dG values indicate greater stability, so lower scores would indicate GoF/increased stability, not LoF/decreased expression.	2025-04-17 17:58:55
urn:mavedb:00000219-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the change in Gibbs free energy (dG) of protein folding, with lower dG values indicating greater stability.	Does not fit: Lower dG values indicate greater stability, so lower scores would indicate GoF/increased stability, not LoF/decreased expression.	2025-04-17 17:58:55
urn:mavedb:00000219-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, which is related to protein stability, with higher values indicating greater resistance to trypsin digestion.	Fits	2025-04-17 17:58:55
urn:mavedb:00000219-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, which is related to protein stability, with higher values indicating greater resistance to chymotrypsin digestion.	Fits	2025-04-17 17:58:55
urn:mavedb:00000220-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, which is related to protein stability, with higher values indicating greater resistance to chymotrypsin digestion.	Fits	2025-04-17 17:58:55
urn:mavedb:00000220-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's resistance to trypsin digestion.	Does not fit: Higher scores indicate increased stability (less digestion), which is the opposite of LoF.	2025-04-17 17:59:00
urn:mavedb:00000220-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the dG value, reflecting the protein's stability.	Does not fit: Lower dG values indicate decreased stability, which is the opposite of LoF.	2025-04-17 17:59:00
urn:mavedb:00000221-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the dG value, reflecting the protein's stability.	Does not fit: Lower dG values indicate decreased stability, which is the opposite of LoF.	2025-04-17 17:59:00
urn:mavedb:00000221-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's resistance to chymotrypsin digestion.	Does not fit: Higher scores indicate increased stability (less digestion), which is the opposite of LoF.	2025-04-17 17:59:00
urn:mavedb:00000221-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's resistance to trypsin digestion.	Does not fit: Higher scores indicate increased stability (less digestion), which is the opposite of LoF.	2025-04-17 17:59:00
urn:mavedb:00000222-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the change in Gibbs free energy (dG) for the variant, indicating its stability relative to the wild type.	Does not fit: dG represents stability, not necessarily gain or loss of function.	2025-04-17 17:59:04
urn:mavedb:00000222-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's resistance to chymotrypsin digestion.	Does not fit: Higher scores indicate increased stability/resistance to digestion, not necessarily gain of function.	2025-04-17 17:59:04
urn:mavedb:00000222-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's resistance to trypsin digestion.	Does not fit: Higher scores indicate increased stability/resistance to digestion, not necessarily gain of function.	2025-04-17 17:59:04
urn:mavedb:00000223-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the change in Gibbs free energy (dG) for the variant, indicating its stability relative to the wild type.	Does not fit: dG represents stability, not necessarily gain or loss of function.	2025-04-17 17:59:04
urn:mavedb:00000223-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's resistance to trypsin digestion.	Does not fit: Higher scores indicate increased stability/resistance to digestion, not necessarily gain of function.	2025-04-17 17:59:04
urn:mavedb:00000223-a-2	Not Found	Not Found	DMS	Protein Stability	Higher scores (log10 K50) indicate a higher concentration of protease needed for digestion, suggesting increased protein stability.	Does not fit: The hypothesis does not account for the fact that higher scores indicate increased stability, not increased activity or expression.	2025-04-17 17:59:09
urn:mavedb:00000224-a-2	Not Found	Not Found	DMS	Protein Stability	Higher scores (log10 K50) indicate a higher concentration of protease needed for digestion, suggesting increased protein stability.	Does not fit: The hypothesis does not account for the fact that higher scores indicate increased stability, not increased activity or expression.	2025-04-17 17:59:09
urn:mavedb:00000224-a-1	Not Found	Not Found	DMS	Protein Stability	Higher scores (log10 K50) indicate a higher concentration of protease needed for digestion, suggesting increased protein stability.	Does not fit: The hypothesis does not account for the fact that higher scores indicate increased stability, not increased activity or expression.	2025-04-17 17:59:09
urn:mavedb:00000224-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the dG value, where a higher dG value indicates increased protein stability.	Does not fit: The hypothesis does not account for the fact that higher scores indicate increased stability, not increased activity or expression.	2025-04-17 17:59:09
